PERIOD,LEAD_SOURCE,LEAD_COUNT
2024-03-26,O2C,5
2024-03-26,Other,0
2024-03-26,Policy Chat,1
2024-03-26,Ring 2,2
2024-03-26,Roku,7
2024-03-26,VOXR,2
2024-03-26,Youtube,7
2024-03-26,Regal,0
2024-03-27,Barrington,21
2024-03-27,Channel Edge,0
2024-03-27,Google,4
2024-03-27,Lucent,5
2024-03-27,O2C,4
2024-03-27,Other,1
2024-03-27,Policy Chat,1
2024-03-27,Ring 2,0
2024-03-27,Roku,1
2024-03-27,VOXR,6
2024-03-27,Youtube,6
2024-03-27,Regal,1
2024-03-28,Barrington,4
2024-03-28,Channel Edge,2
2024-03-28,Google,5
2024-03-28,Lucent,6
2024-03-28,O2C,2
2024-03-28,Other,0
2024-03-28,Policy Chat,1
2024-03-28,Ring 2,1
2024-03-28,Roku,2
2024-03-28,VOXR,5
2024-03-28,Youtube,4
2024-03-28,Regal,1
2024-03-29,Barrington,2
2024-03-29,Channel Edge,6
2024-03-29,Google,6
2024-03-29,Lucent,9
2024-03-29,O2C,8
2024-03-29,Other,1
2024-03-29,Policy Chat,0
2024-03-29,Ring 2,2
2024-03-29,Roku,1
2024-03-29,VOXR,7
2024-03-29,Youtube,1
2024-03-29,Regal,0
2024-03-30,Barrington,2
2024-03-30,Channel Edge,3
2024-03-30,Google,3
2024-03-30,Lucent,14
2024-03-30,O2C,3
2024-03-30,Other,3
2024-03-30,Policy Chat,1
2024-03-30,Ring 2,7
2024-03-30,Roku,1
2024-03-30,VOXR,8
2024-03-30,Youtube,6
2024-03-30,Regal,1
2024-03-31,Barrington,7
2024-03-31,Channel Edge,2
2024-03-31,Google,3
2024-03-31,Lucent,24
2024-03-31,O2C,3
2024-03-31,Other,1
2024-03-31,Policy Chat,0
2024-03-31,Ring 2,2
2024-03-31,Roku,0
2024-03-31,VOXR,3
2024-03-31,Youtube,5
2024-03-31,Regal,2
2024-04-01,Barrington,3
2024-04-01,Channel Edge,2
2024-04-01,Google,3
2024-04-01,Lucent,7
2024-04-01,O2C,4
2024-04-01,Other,1
2024-04-01,Policy Chat,3
2024-04-01,Ring 2,0
2024-04-01,Roku,1
2024-04-01,VOXR,6
2024-04-01,Youtube,6
2024-04-01,Regal,0
2024-04-02,Barrington,3
2024-04-02,Channel Edge,5
2024-04-02,Google,2
2024-04-02,Lucent,7
2024-04-02,O2C,0
2024-04-02,Other,2
2024-04-02,Policy Chat,2
2024-04-02,Ring 2,2
2024-04-02,Roku,2
2024-04-02,VOXR,1
2024-04-02,Youtube,11
2024-04-02,Regal,1
2024-04-03,Barrington,4
2024-04-03,Channel Edge,2
2024-04-03,Google,9
2024-04-03,Lucent,11
2024-04-03,O2C,3
2024-04-03,Other,1
2024-04-03,Policy Chat,0
2024-04-03,Ring 2,1
2024-04-03,Roku,0
2024-04-03,VOXR,3
2024-04-03,Youtube,7
2024-04-03,Regal,1
2024-04-04,Barrington,2
2024-04-04,Channel Edge,3
2024-04-04,Google,18
2024-04-04,Lucent,8
2024-04-04,O2C,3
2024-04-04,Other,1
2024-04-04,Policy Chat,2
2024-04-04,Ring 2,5
2024-04-04,Roku,1
2024-04-04,VOXR,6
2024-04-04,Youtube,13
2024-04-04,Regal,0
2024-04-05,Barrington,6
2024-04-05,Channel Edge,3
2024-04-05,Google,8
2024-04-05,Lucent,8
2024-04-05,O2C,1
2024-04-05,Other,3
2024-04-05,Policy Chat,0
2024-04-05,Ring 2,0
2024-04-05,Roku,0
2024-04-05,VOXR,8
2024-04-05,Youtube,7
2024-04-05,Regal,0
2024-04-06,Barrington,6
2024-04-06,Channel Edge,3
2024-04-06,Google,7
2024-04-06,Lucent,3
2024-04-06,O2C,4
2024-04-06,Other,2
2024-04-06,Policy Chat,0
2024-04-06,Ring 2,4
2024-04-06,Roku,2
2024-04-06,VOXR,5
2024-04-06,Youtube,3
2024-04-06,Regal,1
2024-04-07,Barrington,2
2024-04-07,Channel Edge,5
2024-04-07,Google,2
2024-04-07,Lucent,14
2024-04-07,O2C,5
2024-04-07,Other,0
2024-04-07,Policy Chat,2
2024-04-07,Ring 2,4
2024-04-07,Roku,1
2024-04-07,VOXR,4
2024-04-07,Youtube,7
2024-04-07,Regal,0
2024-04-08,Barrington,4
2024-04-08,Channel Edge,4
2024-04-08,Google,8
2024-04-08,Lucent,12
2024-04-08,O2C,5
2024-04-08,Other,2
2024-04-08,Policy Chat,2
2024-04-08,Ring 2,2
2024-04-08,Roku,1
2024-04-08,VOXR,4
2024-04-08,Youtube,4
2024-04-08,Regal,1
2024-04-09,Barrington,3
2024-04-09,Channel Edge,4
2024-04-09,Google,2
2024-04-09,Lucent,6
2024-04-09,O2C,7
2024-04-09,Other,3
2024-04-09,Policy Chat,1
2024-04-09,Ring 2,2
2024-04-09,Roku,1
2024-04-09,VOXR,3
2024-04-09,Youtube,6
2024-04-09,Regal,1
2024-04-10,Barrington,2
2024-04-10,Channel Edge,2
2024-04-10,Google,4
2024-04-10,Lucent,11
2024-04-10,O2C,1
2024-04-10,Other,1
2024-04-10,Policy Chat,1
2024-04-10,Ring 2,0
2024-04-10,Roku,1
2024-04-10,VOXR,2
2024-04-10,Youtube,5
2024-04-10,Regal,1
2024-04-11,Barrington,4
2024-04-11,Channel Edge,2
2024-04-11,Google,4
2024-04-11,Lucent,5
2024-04-11,O2C,2
2024-04-11,Other,3
2024-04-11,Policy Chat,0
2024-04-11,Ring 2,6
2024-04-11,Roku,0
2024-04-11,VOXR,3
2024-04-11,Youtube,8
2024-04-11,Regal,0
2024-04-12,Barrington,6
2024-04-12,Channel Edge,2
2024-04-12,Google,2
2024-04-12,Lucent,4
2024-04-12,O2C,2
2024-04-12,Other,3
2024-04-12,Policy Chat,1
2024-04-12,Ring 2,1
2024-04-12,Roku,1
2024-04-12,VOXR,2
2024-04-12,Youtube,8
2024-04-12,Regal,2
2024-04-13,Barrington,5
2024-04-13,Channel Edge,7
2024-04-13,Google,6
2024-04-13,Lucent,5
2024-04-13,O2C,4
2024-04-13,Other,1
2024-04-13,Policy Chat,3
2024-04-13,Ring 2,0
2024-04-13,Roku,2
2024-04-13,VOXR,6
2024-04-13,Youtube,7
2024-04-13,Regal,1
2024-04-14,Barrington,3
2024-04-14,Channel Edge,4
2024-04-14,Google,7
2024-04-14,Lucent,3
2024-04-14,O2C,1
2024-04-14,Other,5
2024-04-14,Policy Chat,1
2024-04-14,Ring 2,1
2024-04-14,Roku,3
2024-04-14,VOXR,6
2024-04-14,Youtube,3
2024-04-14,Regal,2
2024-04-15,Barrington,2
2024-04-15,Channel Edge,2
2024-04-15,Google,5
2024-04-15,Lucent,2
2024-04-15,O2C,0
2024-04-15,Other,2
2024-04-15,Policy Chat,1
2024-04-15,Ring 2,2
2024-04-15,Roku,1
2024-04-15,VOXR,4
2024-04-15,Youtube,10
2024-04-15,Regal,0
2024-04-16,Barrington,6
2024-04-16,Channel Edge,7
2024-04-16,Google,6
2024-04-16,Lucent,3
2024-04-16,O2C,2
2024-04-16,Other,2
2024-04-16,Policy Chat,1
2024-04-16,Ring 2,5
2024-04-16,Roku,1
2024-04-16,VOXR,5
2024-04-16,Youtube,9
2024-04-16,Regal,0
2024-04-17,Barrington,3
2024-04-17,Channel Edge,4
2024-04-17,Google,5
2024-04-17,Lucent,5
2024-04-17,O2C,3
2024-04-17,Other,2
2024-04-17,Policy Chat,0
2024-04-17,Ring 2,4
2024-04-17,Roku,3
2024-04-17,VOXR,2
2024-04-17,Youtube,8
2024-04-17,Regal,1
2024-04-18,Barrington,6
2024-04-18,Channel Edge,3
2024-04-18,Google,7
2024-04-18,Lucent,6
2024-04-18,O2C,6
2024-04-18,Other,7
2024-04-18,Policy Chat,5
2024-04-18,Ring 2,2
2024-04-18,Roku,3
2024-04-18,VOXR,17
2024-04-18,Youtube,5
2024-04-18,Regal,1
2024-04-19,Barrington,6
2024-04-19,Channel Edge,2
2024-04-19,Google,5
2024-04-19,Lucent,5
2024-04-19,O2C,0
2024-04-19,Other,2
2024-04-19,Policy Chat,2
2024-04-19,Ring 2,1
2024-04-19,Roku,1
2024-04-19,VOXR,2
2024-04-19,Youtube,5
2024-04-19,Regal,1
2024-04-20,Barrington,4
2024-04-20,Channel Edge,5
2024-04-20,Google,5
2024-04-20,Lucent,4
2024-04-20,O2C,4
2024-04-20,Other,0
2024-04-20,Policy Chat,2
2024-04-20,Ring 2,2
2024-04-20,Roku,3
2024-04-20,VOXR,6
2024-04-20,Youtube,8
2024-04-20,Regal,1
2024-04-21,Barrington,5
2024-04-21,Channel Edge,4
2024-04-21,Google,7
2024-04-21,Lucent,9
2024-04-21,O2C,4
2024-04-21,Other,2
2024-04-21,Policy Chat,2
2024-04-21,Ring 2,1
2024-04-21,Roku,1
2024-04-21,VOXR,0
2024-04-21,Youtube,2
2024-04-21,Regal,1
2024-04-22,Barrington,4
2024-04-22,Channel Edge,4
2024-04-22,Google,5
2024-04-22,Lucent,21
2024-04-22,O2C,2
2024-04-22,Other,0
2024-04-22,Policy Chat,2
2024-04-22,Ring 2,0
2024-04-22,Roku,1
2024-04-22,VOXR,6
2024-04-22,Youtube,10
2024-04-22,Regal,0
2024-04-23,Barrington,2
2024-04-23,Channel Edge,1
2024-04-23,Google,4
2024-04-23,Lucent,8
2024-04-23,O2C,3
2024-04-23,Other,3
2024-04-23,Policy Chat,0
2024-04-23,Ring 2,0
2024-04-23,Roku,3
2024-04-23,VOXR,3
2024-04-23,Youtube,6
2024-04-23,Regal,2
2024-04-24,Barrington,3
2024-04-24,Channel Edge,3
2024-04-24,Google,6
2024-04-24,Lucent,9
2024-04-24,O2C,5
2024-04-24,Other,1
2024-04-24,Policy Chat,1
2024-04-24,Ring 2,3
2024-04-24,Roku,0
2024-04-24,VOXR,4
2024-04-24,Youtube,4
2024-04-24,Regal,2
2024-04-25,Barrington,4
2024-04-25,Channel Edge,2
2024-04-25,Google,5
2024-04-25,Lucent,10
2024-04-25,O2C,2
2024-04-25,Other,1
2024-04-25,Policy Chat,2
2024-04-25,Ring 2,1
2024-04-25,Roku,4
2024-04-25,VOXR,2
2024-04-25,Youtube,6
2024-04-25,Regal,2
2024-04-26,Barrington,4
2024-04-26,Channel Edge,1
2024-04-26,Google,5
2024-04-26,Lucent,6
2024-04-26,O2C,2
2024-04-26,Other,2
2024-04-26,Policy Chat,1
2024-04-26,Ring 2,1
2024-04-26,Roku,1
2024-04-26,VOXR,1
2024-04-26,Youtube,2
2024-04-26,Regal,3
2024-04-27,Barrington,22
2024-04-27,Channel Edge,3
2024-04-27,Google,4
2024-04-27,Lucent,10
2024-04-27,O2C,7
2024-04-27,Other,3
2024-04-27,Policy Chat,1
2024-04-27,Ring 2,0
2024-04-27,Roku,2
2024-04-27,VOXR,0
2024-04-27,Youtube,7
2024-04-27,Regal,3
2024-04-28,Barrington,2
2024-04-28,Channel Edge,6
2024-04-28,Google,3
2024-04-28,Lucent,2
2024-04-28,O2C,2
2024-04-28,Other,2
2024-04-28,Policy Chat,1
2024-04-28,Ring 2,2
2024-04-28,Roku,2
2024-04-28,VOXR,3
2024-04-28,Youtube,9
2024-04-28,Regal,1
2024-04-29,Barrington,1
2024-04-29,Channel Edge,3
2024-04-29,Google,6
2024-04-29,Lucent,5
2024-04-29,O2C,8
2024-04-29,Other,0
2024-04-29,Policy Chat,1
2024-04-29,Ring 2,2
2024-04-29,Roku,3
2024-04-29,VOXR,2
2024-04-29,Youtube,5
2024-04-29,Regal,2
2024-04-30,Barrington,2
2024-04-30,Channel Edge,4
2024-04-30,Google,2
2024-04-30,Lucent,13
2024-04-30,O2C,11
2024-04-30,Other,0
2024-04-30,Policy Chat,1
2024-04-30,Ring 2,4
2024-04-30,Roku,1
2024-04-30,VOXR,1
2024-04-30,Youtube,8
2024-04-30,Regal,3
2024-05-01,Barrington,4
2024-05-01,Channel Edge,9
2024-05-01,Google,4
2024-05-01,Lucent,21
2024-05-01,O2C,5
2024-05-01,Other,1
2024-05-01,Policy Chat,3
2024-05-01,Ring 2,1
2024-05-01,Roku,1
2024-05-01,VOXR,3
2024-05-01,Youtube,8
2024-05-01,Regal,1
2024-05-02,Barrington,7
2024-05-02,Channel Edge,5
2024-05-02,Google,3
2024-05-02,Lucent,6
2024-05-02,O2C,4
2024-05-02,Other,1
2024-05-02,Policy Chat,3
2024-05-02,Ring 2,2
2024-05-02,Roku,3
2024-05-02,VOXR,2
2024-05-02,Youtube,7
2024-05-02,Regal,1
2024-05-03,Barrington,3
2024-05-03,Channel Edge,2
2024-05-03,Google,7
2024-05-03,Lucent,5
2024-05-03,O2C,3
2024-05-03,Other,3
2024-05-03,Policy Chat,4
2024-05-03,Ring 2,1
2024-05-03,Roku,4
2024-05-03,VOXR,2
2024-05-03,Youtube,3
2024-05-03,Regal,0
2024-05-04,Barrington,3
2024-05-04,Channel Edge,1
2024-05-04,Google,6
2024-05-04,Lucent,6
2024-05-04,O2C,5
2024-05-04,Other,1
2024-05-04,Policy Chat,6
2024-05-04,Ring 2,1
2024-05-04,Roku,0
2024-05-04,VOXR,1
2024-05-04,Youtube,4
2024-05-04,Regal,0
2024-05-05,Barrington,5
2024-05-05,Channel Edge,1
2024-05-05,Google,6
2024-05-05,Lucent,7
2024-05-05,O2C,5
2024-05-05,Other,0
2024-05-05,Policy Chat,2
2024-05-05,Ring 2,1
2024-05-05,Roku,2
2024-05-05,VOXR,0
2024-05-05,Youtube,12
2024-05-05,Regal,0
2024-05-06,Barrington,2
2024-05-06,Channel Edge,3
2024-05-06,Google,12
2024-05-06,Lucent,6
2024-05-06,O2C,3
2024-05-06,Other,1
2024-05-06,Policy Chat,1
2024-05-06,Ring 2,0
2024-05-06,Roku,1
2024-05-06,VOXR,7
2024-05-06,Youtube,12
2024-05-06,Regal,0
2024-05-07,Barrington,1
2024-05-07,Channel Edge,5
2024-05-07,Google,6
2024-05-07,Lucent,4
2024-05-07,O2C,2
2024-05-07,Other,0
2024-05-07,Policy Chat,5
2024-05-07,Ring 2,4
2024-05-07,Roku,3
2024-05-07,VOXR,4
2024-05-07,Youtube,7
2024-05-07,Regal,5
2024-05-08,Barrington,6
2024-05-08,Channel Edge,0
2024-05-08,Google,8
2024-05-08,Lucent,5
2024-05-08,O2C,4
2024-05-08,Other,2
2024-05-08,Policy Chat,6
2024-05-08,Ring 2,0
2024-05-08,Roku,0
2024-05-08,VOXR,9
2024-05-08,Youtube,6
2024-05-08,Regal,0
2024-05-09,Barrington,5
2024-05-09,Channel Edge,3
2024-05-09,Google,3
2024-05-09,Lucent,4
2024-05-09,O2C,7
2024-05-09,Other,0
2024-05-09,Policy Chat,3
2024-05-09,Ring 2,3
2024-05-09,Roku,0
2024-05-09,VOXR,0
2024-05-09,Youtube,5
2024-05-09,Regal,1
2024-05-10,Barrington,1
2024-05-10,Channel Edge,2
2024-05-10,Google,5
2024-05-10,Lucent,6
2024-05-10,O2C,2
2024-05-10,Other,1
2024-05-10,Policy Chat,0
2024-05-10,Ring 2,1
2024-05-10,Roku,0
2024-05-10,VOXR,3
2024-05-10,Youtube,9
2024-05-10,Regal,0
2024-05-11,Barrington,4
2024-05-11,Channel Edge,1
2024-05-11,Google,5
2024-05-11,Lucent,8
2024-05-11,O2C,3
2024-05-11,Other,2
2024-05-11,Policy Chat,2
2024-05-11,Ring 2,3
2024-05-11,Roku,0
2024-05-11,VOXR,3
2024-05-11,Youtube,10
2024-05-11,Regal,1
2024-05-12,Barrington,6
2024-05-12,Channel Edge,1
2024-05-12,Google,5
2024-05-12,Lucent,5
2024-05-12,O2C,3
2024-05-12,Other,1
2024-05-12,Policy Chat,2
2024-05-12,Ring 2,2
2024-05-12,Roku,1
2024-05-12,VOXR,2
2024-05-12,Youtube,11
2024-05-12,Regal,0
2024-05-13,Barrington,0
2024-05-13,Channel Edge,3
2024-05-13,Google,5
2024-05-13,Lucent,6
2024-05-13,O2C,4
2024-05-13,Other,0
2024-05-13,Policy Chat,3
2024-05-13,Ring 2,2
2024-05-13,Roku,2
2024-05-13,VOXR,4
2024-05-13,Youtube,10
2024-05-13,Regal,0
2024-05-14,Barrington,1
2024-05-14,Channel Edge,3
2024-05-14,Google,8
2024-05-14,Lucent,6
2024-05-14,O2C,3
2024-05-14,Other,3
2024-05-14,Policy Chat,2
2024-05-14,Ring 2,2
2024-05-14,Roku,3
2024-05-14,VOXR,0
2024-05-14,Youtube,8
2024-05-14,Regal,0
2024-05-15,Barrington,2
2024-05-15,Channel Edge,6
2024-05-15,Google,2
2024-05-15,Lucent,6
2024-05-15,O2C,3
2024-05-15,Other,1
2024-05-15,Policy Chat,0
2024-05-15,Ring 2,2
2024-05-15,Roku,2
2024-05-15,VOXR,1
2024-05-15,Youtube,5
2024-05-15,Regal,0
2024-05-16,Barrington,2
2024-05-16,Channel Edge,2
2024-05-16,Google,9
2024-05-16,Lucent,4
2024-05-16,O2C,3
2024-05-16,Other,0
2024-05-16,Policy Chat,2
2024-05-16,Ring 2,3
2024-05-16,Roku,1
2024-05-16,VOXR,1
2024-05-16,Youtube,8
2024-05-16,Regal,1
2024-05-17,Barrington,2
2024-05-17,Channel Edge,4
2024-05-17,Google,5
2024-05-17,Lucent,4
2024-05-17,O2C,1
2024-05-17,Other,2
2024-05-17,Policy Chat,1
2024-05-17,Ring 2,1
2024-05-17,Roku,1
2024-05-17,VOXR,5
2024-05-17,Youtube,10
2024-05-17,Regal,3
2024-05-18,Barrington,3
2024-05-18,Channel Edge,11
2024-05-18,Google,12
2024-05-18,Lucent,5
2024-05-18,O2C,3
2024-05-18,Other,1
2024-05-18,Policy Chat,2
2024-05-18,Ring 2,2
2024-05-18,Roku,0
2024-05-18,VOXR,5
2024-05-18,Youtube,6
2024-05-18,Regal,2
2024-05-19,Barrington,1
2024-05-19,Channel Edge,4
2024-05-19,Google,5
2024-05-19,Lucent,8
2024-05-19,O2C,3
2024-05-19,Other,0
2024-05-19,Policy Chat,0
2024-05-19,Ring 2,0
2024-05-19,Roku,2
2024-05-19,VOXR,1
2024-05-19,Youtube,5
2024-05-19,Regal,0
2024-05-20,Barrington,2
2024-05-20,Channel Edge,4
2024-05-20,Google,10
2024-05-20,Lucent,2
2024-05-20,O2C,2
2024-05-20,Other,0
2024-05-20,Policy Chat,1
2024-05-20,Ring 2,0
2024-05-20,Roku,1
2024-05-20,VOXR,4
2024-05-20,Youtube,13
2024-05-20,Regal,0
2024-05-21,Barrington,3
2024-05-21,Channel Edge,4
2024-05-21,Google,2
2024-05-21,Lucent,5
2024-05-21,O2C,3
2024-05-21,Other,0
2024-05-21,Policy Chat,0
2024-05-21,Ring 2,3
2024-05-21,Roku,0
2024-05-21,VOXR,3
2024-05-21,Youtube,14
2024-05-21,Regal,0
2024-05-22,Barrington,3
2024-05-22,Channel Edge,5
2024-05-22,Google,7
2024-05-22,Lucent,3
2024-05-22,O2C,1
2024-05-22,Other,4
2024-05-22,Policy Chat,4
2024-05-22,Ring 2,2
2024-05-22,Roku,1
2024-05-22,VOXR,0
2024-05-22,Youtube,12
2024-05-22,Regal,0
2024-05-23,Barrington,5
2024-05-23,Channel Edge,4
2024-05-23,Google,17
2024-05-23,Lucent,6
2024-05-23,O2C,3
2024-05-23,Other,1
2024-05-23,Policy Chat,3
2024-05-23,Ring 2,2
2024-05-23,Roku,2
2024-05-23,VOXR,1
2024-05-23,Youtube,7
2024-05-23,Regal,3
2024-05-24,Barrington,3
2024-05-24,Channel Edge,3
2024-05-24,Google,9
2024-05-24,Lucent,3
2024-05-24,O2C,2
2024-05-24,Other,2
2024-05-24,Policy Chat,3
2024-05-24,Ring 2,2
2024-05-24,Roku,3
2024-05-24,VOXR,3
2024-05-24,Youtube,2
2024-05-24,Regal,2
2024-05-25,Barrington,1
2024-05-25,Channel Edge,2
2024-05-25,Google,5
2024-05-25,Lucent,8
2024-05-25,O2C,0
2024-05-25,Other,0
2024-05-25,Policy Chat,3
2024-05-25,Ring 2,2
2024-05-25,Roku,4
2024-05-25,VOXR,4
2024-05-25,Youtube,9
2024-05-25,Regal,1
2024-05-26,Barrington,6
2024-05-26,Channel Edge,1
2024-05-26,Google,6
2024-05-26,Lucent,6
2024-05-26,O2C,8
2024-05-26,Other,1
2024-05-26,Policy Chat,2
2024-05-26,Ring 2,0
2024-05-26,Roku,2
2024-05-26,VOXR,4
2024-05-26,Youtube,14
2024-05-26,Regal,1
2024-05-27,Barrington,4
2024-05-27,Channel Edge,3
2024-05-27,Google,7
2024-05-27,Lucent,4
2024-05-27,O2C,3
2024-05-27,Other,1
2024-05-27,Policy Chat,2
2024-05-27,Ring 2,3
2024-05-27,Roku,4
2024-05-27,VOXR,4
2024-05-27,Youtube,7
2024-05-27,Regal,1
2024-05-28,Barrington,2
2024-05-28,Channel Edge,5
2024-05-28,Google,8
2024-05-28,Lucent,5
2024-05-28,O2C,1
2024-05-28,Other,0
2024-05-28,Policy Chat,0
2024-05-28,Ring 2,0
2024-05-28,Roku,4
2024-05-28,VOXR,5
2024-05-28,Youtube,12
2024-05-28,Regal,0
2024-05-29,Barrington,1
2024-05-29,Channel Edge,4
2024-05-29,Google,4
2024-05-29,Lucent,4
2024-05-29,O2C,2
2024-05-29,Other,1
2024-05-29,Policy Chat,1
2024-05-29,Ring 2,2
2024-05-29,Roku,1
2024-05-29,VOXR,5
2024-05-29,Youtube,10
2024-05-29,Regal,0
2024-05-30,Barrington,6
2024-05-30,Channel Edge,3
2024-05-30,Google,10
2024-05-30,Lucent,7
2024-05-30,O2C,2
2024-05-30,Other,0
2024-05-30,Policy Chat,3
2024-05-30,Ring 2,2
2024-05-30,Roku,3
2024-05-30,VOXR,2
2024-05-30,Youtube,8
2024-05-30,Regal,2
2024-05-31,Barrington,5
2024-05-31,Channel Edge,1
2024-05-31,Google,12
2024-05-31,Lucent,8
2024-05-31,O2C,5
2024-05-31,Other,0
2024-05-31,Policy Chat,1
2024-05-31,Ring 2,4
2024-05-31,Roku,2
2024-05-31,VOXR,1
2024-05-31,Youtube,2
2024-05-31,Regal,0
2024-06-01,Barrington,2
2024-06-01,Channel Edge,4
2024-06-01,Google,3
2024-06-01,Lucent,7
2024-06-01,O2C,4
2024-06-01,Other,2
2024-06-01,Policy Chat,5
2024-06-01,Ring 2,1
2024-06-01,Roku,1
2024-06-01,VOXR,5
2024-06-01,Youtube,18
2024-06-01,Regal,1
2024-06-02,Barrington,3
2024-06-02,Channel Edge,3
2024-06-02,Google,1
2024-06-02,Lucent,3
2024-06-02,O2C,0
2024-06-02,Other,1
2024-06-02,Policy Chat,2
2024-06-02,Ring 2,2
2024-06-02,Roku,4
2024-06-02,VOXR,3
2024-06-02,Youtube,7
2024-06-02,Regal,1
2024-06-03,Barrington,2
2024-06-03,Channel Edge,4
2024-06-03,Google,10
2024-06-03,Lucent,7
2024-06-03,O2C,5
2024-06-03,Other,0
2024-06-03,Policy Chat,2
2024-06-03,Ring 2,2
2024-06-03,Roku,6
2024-06-03,VOXR,4
2024-06-03,Youtube,18
2024-06-03,Regal,0
2024-06-04,Barrington,4
2024-06-04,Channel Edge,3
2024-06-04,Google,7
2024-06-04,Lucent,6
2024-06-04,O2C,4
2024-06-04,Other,1
2024-06-04,Policy Chat,4
2024-06-04,Ring 2,2
2024-06-04,Roku,1
2024-06-04,VOXR,3
2024-06-04,Youtube,8
2024-06-04,Regal,0
2024-06-05,Barrington,4
2024-06-05,Channel Edge,4
2024-06-05,Google,5
2024-06-05,Lucent,0
2024-06-05,O2C,2
2024-06-05,Other,2
2024-06-05,Policy Chat,1
2024-06-05,Ring 2,0
2024-06-05,Roku,4
2024-06-05,VOXR,4
2024-06-05,Youtube,9
2024-06-05,Regal,0
2024-06-06,Barrington,3
2024-06-06,Channel Edge,5
2024-06-06,Google,9
2024-06-06,Lucent,1
2024-06-06,O2C,3
2024-06-06,Other,2
2024-06-06,Policy Chat,2
2024-06-06,Ring 2,3
2024-06-06,Roku,1
2024-06-06,VOXR,13
2024-06-06,Youtube,16
2024-06-06,Regal,0
2024-06-07,Barrington,2
2024-06-07,Channel Edge,8
2024-06-07,Google,9
2024-06-07,Lucent,11
2024-06-07,O2C,3
2024-06-07,Other,2
2024-06-07,Policy Chat,1
2024-06-07,Ring 2,1
2024-06-07,Roku,2
2024-06-07,VOXR,6
2024-06-07,Youtube,12
2024-06-07,Regal,0
2024-06-08,Barrington,1
2024-06-08,Channel Edge,5
2024-06-08,Google,2
2024-06-08,Lucent,4
2024-06-08,O2C,2
2024-06-08,Other,2
2024-06-08,Policy Chat,1
2024-06-08,Ring 2,4
2024-06-08,Roku,0
2024-06-08,VOXR,6
2024-06-08,Youtube,11
2024-06-08,Regal,0
2024-06-09,Barrington,10
2024-06-09,Channel Edge,8
2024-06-09,Google,7
2024-06-09,Lucent,7
2024-06-09,O2C,3
2024-06-09,Other,2
2024-06-09,Policy Chat,3
2024-06-09,Ring 2,0
2024-06-09,Roku,1
2024-06-09,VOXR,6
2024-06-09,Youtube,4
2024-06-09,Regal,0
2024-06-10,Barrington,2
2024-06-10,Channel Edge,1
2024-06-10,Google,4
2024-06-10,Lucent,3
2024-06-10,O2C,4
2024-06-10,Other,4
2024-06-10,Policy Chat,3
2024-06-10,Ring 2,1
2024-06-10,Roku,3
2024-06-10,VOXR,5
2024-06-10,Youtube,14
2024-06-10,Regal,0
2024-06-11,Barrington,5
2024-06-11,Channel Edge,5
2024-06-11,Google,6
2024-06-11,Lucent,9
2024-06-11,O2C,0
2024-06-11,Other,2
2024-06-11,Policy Chat,3
2024-06-11,Ring 2,0
2024-06-11,Roku,4
2024-06-11,VOXR,3
2024-06-11,Youtube,6
2024-06-11,Regal,0
2024-06-12,Barrington,3
2024-06-12,Channel Edge,4
2024-06-12,Google,5
2024-06-12,Lucent,3
2024-06-12,O2C,4
2024-06-12,Other,3
2024-06-12,Policy Chat,11
2024-06-12,Ring 2,3
2024-06-12,Roku,3
2024-06-12,VOXR,4
2024-06-12,Youtube,9
2024-06-12,Regal,1
2024-06-13,Barrington,7
2024-06-13,Channel Edge,2
2024-06-13,Google,6
2024-06-13,Lucent,3
2024-06-13,O2C,2
2024-06-13,Other,0
2024-06-13,Policy Chat,3
2024-06-13,Ring 2,0
2024-06-13,Roku,3
2024-06-13,VOXR,5
2024-06-13,Youtube,9
2024-06-13,Regal,3
2024-06-14,Barrington,6
2024-06-14,Channel Edge,8
2024-06-14,Google,5
2024-06-14,Lucent,7
2024-06-14,O2C,0
2024-06-14,Other,0
2024-06-14,Policy Chat,4
2024-06-14,Ring 2,1
2024-06-14,Roku,2
2024-06-14,VOXR,3
2024-06-14,Youtube,8
2024-06-14,Regal,3
2024-06-15,Barrington,1
2024-06-15,Channel Edge,4
2024-06-15,Google,5
2024-06-15,Lucent,4
2024-06-15,O2C,2
2024-06-15,Other,1
2024-06-15,Policy Chat,5
2024-06-15,Ring 2,4
2024-06-15,Roku,3
2024-06-15,VOXR,3
2024-06-15,Youtube,29
2024-06-15,Regal,0
2024-06-16,Barrington,2
2024-06-16,Channel Edge,4
2024-06-16,Google,6
2024-06-16,Lucent,6
2024-06-16,O2C,5
2024-06-16,Other,2
2024-06-16,Policy Chat,1
2024-06-16,Ring 2,1
2024-06-16,Roku,1
2024-06-16,VOXR,6
2024-06-16,Youtube,4
2024-06-16,Regal,0
2024-06-17,Barrington,1
2024-06-17,Channel Edge,4
2024-06-17,Google,8
2024-06-17,Lucent,5
2024-06-17,O2C,1
2024-06-17,Other,2
2024-06-17,Policy Chat,2
2024-06-17,Ring 2,0
2024-06-17,Roku,2
2024-06-17,VOXR,2
2024-06-17,Youtube,3
2024-06-17,Regal,0
2024-06-18,Barrington,1
2024-06-18,Channel Edge,5
2024-06-18,Google,7
2024-06-18,Lucent,4
2024-06-18,O2C,3
2024-06-18,Other,2
